folder,filename,filepath,raw_text,clean_text,label
Bank Statement,71.jpg,dataset\Bank Statement\71.jpg,"APTE OU,

| U2 @ rage<ors

Transaction history

Check Deposits’ Witndrawals/ Ending daily
Oate Number Descnptbon Addons: Subtractions: batance
8 Money Transter authonzed on 0203 From Amazon 213.22
$00301030146246280 Card 2158
we Purchase authorized on 02/01 Burger King #7700 Douglas FL ss
$301031 108501733 Card 2158
a Purchase aumorzed on 02101 Family Dok # Dougias FL
P00000000379461372 Card 2158 174.28
rz Purchase authorized on 02/01 Taco Bell #029076 Douglas FL $5.36 372443
$201030147727371 Card 2158
authorized on 1 ""Tyreonna 174557 112.45 3,612.28
CA $38 1030573036383 Card 2158
rr Purchase aumnorized on 02101 CHKK-FIFA 804504 Dougias FL 70.28
$46 1030770637565 Card 2158
45 Purchase authorized on 02/01 Cash App*Latoya 8774174551 FL 98.21
$201030820905447 Card 2158
rr Purchase authorized on 02/01 Cash App'Devorte 8774174551 740.00 300878

FL $4610310604646017 Card 2168
","apte ou, u2 rageors transaction history check deposits witndrawals/ ending daily oate number descnptbon addons: subtractions: batance 8 money transter authonzed on 0203 from amazon 213.22 00301030146246280 card 2158 we purchase authorized on 02/01 burger king 7700 douglas fl ss 301031 108501733 card 2158 a purchase aumorzed on 02101 family dok dougias fl p00000000379461372 card 2158 174.28 rz purchase authorized on 02/01 taco bell 029076 douglas fl 5.36 372443 201030147727371 card 2158 authorized on 1 tyreonna 174557 112.45 3,612.28 ca 38 1030573036383 card 2158 rr purchase aumnorized on 02101 chkk-fifa 804504 dougias fl 70.28 46 1030770637565 card 2158 45 purchase authorized on 02/01 cash applatoya 8774174551 fl 98.21 201030820905447 card 2158 rr purchase authorized on 02/01 cash appdevorte 8774174551 740.00 300878 fl 4610310604646017 card 2168",Bank Statement
Bank Statement,72.jpg,dataset\Bank Statement\72.jpg,"Electronic

Set Pe
Wl 08 Marcy 2021-01 Api 2021

Westpac Choice Nome""
John Peter
customer 10

aac 2555 8730

xyz st

BALACLAVA VIC 3163 98 ‘Account Number
0321-146 4427594903
Opening Balance +8 130.78
Total Crecits + $1,020.00
Total Debts - $847.01
Closing Balance + $303.77

Number/Australian Business Number Information: Tax File Numbers or Australian
Business Numbers are not held and Pay As You Go withholding tax may be deducted from interest.

TRANSACTIONS

Pease check all erties on this statement an prompt infer Westac of any possi

DATE TRANSACTION DESCRIPTION DEBIT CREDIT._BALANCE
03103721 STATEMENT OPENING BALANCE 13078
26103721 Deposit Tipu Ismail ransfer 2000 (S378

26103221 Debit Card Purchase Mightyiet Santa Clara
Usa Usd 9.99 inc. Westpac Foreign

Transaction Fee Aud $0.30 1360 31718
26103721 Debit Card Purchase Coles Mobile Sydney Aus 2000 297.18
26103121 Debit Card Purchase Alrasker* 8442054X

Sydney Aus 73.45 22373
2010321 Deposit Civica Bpo 00336 Deposit Salary 32000 54373
20102721 Debit Card Purchase Vieroads Online Paymen

Kew Aus 273 519.00
20103721 Debit Card Purchase Airasker* 8467549X

Sydney Aus e475 434.25
3010321 Deposit-Osko Payment 2798167 My Tipu Ismall

Deposit Salary 200.00 634.25
2000321 Debit Card Purchase Airasker* 8451721X

Sydney Aus 10.00 628.25
3003721 Debit Card Purchase E2y*commercial Credit

Brisbane Aus 2081 603.44
30103721 Debit Card Purchase Alrasker* 8474033X

Sydney Aus 79.10 524.34

Westpac Banking Capaton ABN 33007 487141 AFSL a Aan cot once 23714 ‘Statement No. 53. Page 1 of 3
","electronic set pe wl 08 marcy 2021-01 api 2021 westpac choice nome john peter customer 10 aac 2555 8730 xyz st balaclava vic 3163 98 account number 0321-146 4427594903 opening balance 8 130.78 total crecits 1,020.00 total debts - 847.01 closing balance 303.77 number/australian business number information: tax file numbers or australian business numbers are not held and pay as you go withholding tax may be deducted from interest. transactions pease check all erties on this statement an prompt infer westac of any possi date transaction description debit credit.balance 03103721 statement opening balance 13078 26103721 deposit tipu ismail ransfer 2000 s378 26103221 debit card purchase mightyiet santa clara usa usd 9.99 inc. westpac foreign transaction fee aud 0.30 1360 31718 26103721 debit card purchase coles mobile sydney aus 2000 297.18 26103121 debit card purchase alrasker 8442054x sydney aus 73.45 22373 2010321 deposit civica bpo 00336 deposit salary 32000 54373 20102721 debit card purchase vieroads online paymen kew aus 273 519.00 20103721 debit card purchase airasker 8467549x sydney aus e475 434.25 3010321 deposit-osko payment 2798167 my tipu ismall deposit salary 200.00 634.25 2000321 debit card purchase airasker 8451721x sydney aus 10.00 628.25 3003721 debit card purchase e2ycommercial credit brisbane aus 2081 603.44 30103721 debit card purchase alrasker 8474033x sydney aus 79.10 524.34 westpac banking capaton abn 33007 487141 afsl a aan cot once 23714 statement no. 53. page 1 of 3",Bank Statement
Bank Statement,73.jpg,dataset\Bank Statement\73.jpg,"Mit

RBPDA10020_2625390_041 - 0199447 HRI - 00-2 - 171- 10-

Royal Bank of Canada
P.O. Box4047 Terminal A
Toronto ON MSWILS

RBPDAL0020_2625390_041 E D 002 02064

Mr. John Doe
408 Queen St W,
Toronto, ON
MSV 2A7

§@ Bankstatements.net

Your RBC personal banking
account statement

From April 2, 2019 to May 2, 2019
00147

Your account number: 123456789

How to reach us: 1-800 ROYAL® 1-1
(1-800-769-2511)
www.rbcroyalbank.com/deposits

Summary of your account for this period
RBC Day to Day Banking™ 02064-123456789

Royal Bank of Canada
11805 BRAMALEA RD, BRAMPTON, ON L6R 3S9

Your opening balance on April 2, 2019
Total deposits into your account

$5,575.83
+ 4,263.31

Total withdrawals from your account 139.80
Your closing balance on May 2, 2019 = $1,699.34
Details of your account activity
Date Description Withdrawals ($) Deposits ($) Balance ($)
Opening Balance 5,575.83
3 Apr e-Transfer - Autodeposit 700.00 6,275.83
Misc Payment Lyft 04-02 Wkly 204.97
Online Banking payment - 1602
RBC MASTERCARD 400.00
Online Banking payment - 1240
VISA TD BANK 500.00 5,580.80
4 Apr Interac purchase - 0771 PHOENIX PHARMAC 52.54 5,528.26
Contactless Interac purchase - 6768
SUBWAY # 31897 23.26 5,505.00
5 Apr e-Transfer - Autodeposit 125.00 5,630.00
8 Apr Interac purchase - 0994 NIKE FACTORY OU 384.80 5,245.20
Online Banking payment - 0306
RBC MASTERCARD 500.00
Online Bank payment - 3022 soon

10f4
","mit rbpda100202625390041 - 0199447 hri - 00-2 - 171- 10- royal bank of canada p.o. box4047 terminal a toronto on mswils rbpdal00202625390041 e d 002 02064 mr. john doe 408 queen st w, toronto, on msv 2a7 bankstatements.net your rbc personal banking account statement from april 2, 2019 to may 2, 2019 00147 your account number: 123456789 how to reach us: 1-800 royal 1-1 1-800-769-2511 www.rbcroyalbank.com/deposits summary of your account for this period rbc day to day banking 02064-123456789 royal bank of canada 11805 bramalea rd, brampton, on l6r 3s9 your opening balance on april 2, 2019 total deposits into your account 5,575.83 4,263.31 total withdrawals from your account 139.80 your closing balance on may 2, 2019 1,699.34 details of your account activity date description withdrawals deposits balance opening balance 5,575.83 3 apr e-transfer - autodeposit 700.00 6,275.83 misc payment lyft 04-02 wkly 204.97 online banking payment - 1602 rbc mastercard 400.00 online banking payment - 1240 visa td bank 500.00 5,580.80 4 apr interac purchase - 0771 phoenix pharmac 52.54 5,528.26 contactless interac purchase - 6768 subway 31897 23.26 5,505.00 5 apr e-transfer - autodeposit 125.00 5,630.00 8 apr interac purchase - 0994 nike factory ou 384.80 5,245.20 online banking payment - 0306 rbc mastercard 500.00 online bank payment - 3022 soon 10f4",Bank Statement
Bank Statement,74.jpg,dataset\Bank Statement\74.jpg,"St t t Account Number: 1111111
atemen Sort Code: 16-10-00
BIC: RBOSGB2L

The Royal Bank of Scotland =SELECT ACCOUNT IBAN: GB11RBOS 1610 0011 1111 11
MR TEST TESTER
CURRENT ACCOUNT
Branch Details Period 22 Oct 2014 to 21 Dec 2014
ANY BRACH MRT TESTER Previous Balance £1803.90
ANY STREET 1 TEST STREET —
ANY TOWN TEST TOWN Paid Out £2,684.10
AN1 TWN TES 7ER Paid In £2,180.40

New Balance £300.20
Paid Out] Balance]

BRIGHT FORWARD 1803.90

22 Oct 2014 AUTOMATED PAY IN 650274051211-CHB 190.40 1803.9
CALL REF. NO. 3442, FROM

22 Oct 2014 DIGITAL BANKING AIC 22222299 140.00 1613.5
24 Oct 2014 Faster Payment Amazon 132.30 1473.5
24 Oct 2014 BACS Tebay Trading Co. 515.22 1341.2
25 Oct 2014 Faster Payment Morrisons Petrol 80.00 825.98
25 Oct 2014 BACS Business Loan 20,000.00 745.98
26 Oct 2014 BACS James White Media 2,461.55 20745.98
27 Oct 2014 Faster Payment ATM High Street 100.00 18284 .43
01 Nov 2014 BACS Acorn Advertising Studies 150.00 18184.43
01 Nov 2014 BACS Marriott Hotel 177.00 18034.43
01 Nov 2014 Faster Payment Abellio Scotrail Ltd 122.22 17857 .43
01 Nov 2014 CHQ Cheque 0000234 1,200.00 17735.21
01 Dec 2014 Int. Bank Interest Paid 9.33 16535.21
01 Dec 2014 DD OVO Energy 2470.00 16544.54
21 Dec 2014 BACS Various Payment 10,526.40 14074.54
21 Dec 2014 BACS HMRC 1,000.00 3548.14
21 Dec 2014 DD DVLA 280.00 2548.14

Balance Received Forward

Royal Bank of Scotland Plc. Registered Office, The Mound, Edinburgh EH1 1YZ. Registered in Scotland number SC327000
Authorized by the Prudential Regulation Authority and regulated by the Financial Conduct and the Prudential Regulation authority.
","st t t account number: 1111111 atemen sort code: 16-10-00 bic: rbosgb2l the royal bank of scotland select account iban: gb11rbos 1610 0011 1111 11 mr test tester current account branch details period 22 oct 2014 to 21 dec 2014 any brach mrt tester previous balance 1803.90 any street 1 test street any town test town paid out 2,684.10 an1 twn tes 7er paid in 2,180.40 new balance 300.20 paid out balance bright forward 1803.90 22 oct 2014 automated pay in 650274051211-chb 190.40 1803.9 call ref. no. 3442, from 22 oct 2014 digital banking aic 22222299 140.00 1613.5 24 oct 2014 faster payment amazon 132.30 1473.5 24 oct 2014 bacs tebay trading co. 515.22 1341.2 25 oct 2014 faster payment morrisons petrol 80.00 825.98 25 oct 2014 bacs business loan 20,000.00 745.98 26 oct 2014 bacs james white media 2,461.55 20745.98 27 oct 2014 faster payment atm high street 100.00 18284 .43 01 nov 2014 bacs acorn advertising studies 150.00 18184.43 01 nov 2014 bacs marriott hotel 177.00 18034.43 01 nov 2014 faster payment abellio scotrail ltd 122.22 17857 .43 01 nov 2014 chq cheque 0000234 1,200.00 17735.21 01 dec 2014 int. bank interest paid 9.33 16535.21 01 dec 2014 dd ovo energy 2470.00 16544.54 21 dec 2014 bacs various payment 10,526.40 14074.54 21 dec 2014 bacs hmrc 1,000.00 3548.14 21 dec 2014 dd dvla 280.00 2548.14 balance received forward royal bank of scotland plc. registered office, the mound, edinburgh eh1 1yz. registered in scotland number sc327000 authorized by the prudential regulation authority and regulated by the financial conduct and the prudential regulation authority.",Bank Statement
Bank Statement,75.jpg,dataset\Bank Statement\75.jpg,"‘Account Statement For Account'8753000100001933.
‘Account Name ;BHOLA RAM MEENA S/O MURARI LAL MEENA

Branch Oetais
a sa Rc 8

ow ous

‘Customer Dette

o be
catia: eameraims
StalorertPeod 01082018 to _o4nsz018
Taran] chow
= wcroet ance Nero
aaa al vane | BOTA REE Ler Fe on
cxosa0%8 sous ‘ca PRT RYE areeRS Ine Se
re eat OPTI HOU
consaone mos sonaser [U8
; rer GPT SOU
cansa0%e me savas, |urna
inverse GUPaNTION SER
conscore zo nase [umm
; ures Tezaro OU
consaone mau vonzser|
7 =| Tame, | rere RPT TO OU
soos ber
consort mao sas: [Unt nootranar varie
; vase | Pr Tara Goro
coosa018 mom vasrasee| un
nara tao] 2uo2scr| ee
name san ras | MORAL RE ra arp

(Gis cnt ri Pee ar ony owen et oyhen me ane
Prone
er |
“Perot ton oe eye shred “man cnr tre ir a 8 et
‘Ek iinstaen CeCe, Cp Chane ee,
","account statement for account8753000100001933. account name bhola ram meena s/o murari lal meena branch oetais a sa rc 8 ow ous customer dette o be catia: eameraims stalorertpeod 01082018 to o4nsz018 taran chow wcroet ance nero aaa al vane bota ree ler fe on cxosa08 sous ca prt rye areers ine se re eat opti hou consaone mos sonaser u8 rer gpt sou cansa0e me savas, urna inverse gupantion ser conscore zo nase umm ures tezaro ou consaone mau vonzser 7 tame, rere rpt to ou soos ber consort mao sas: unt nootranar varie vase pr tara goro coosa018 mom vasrasee un nara tao 2uo2scr ee name san ras moral re ra arp gis cnt ri pee ar ony owen et oyhen me ane prone er perot ton oe eye shred man cnr tre ir a 8 et ek iinstaen cece, cp chane ee,",Bank Statement
Bank Statement,76.jpg,dataset\Bank Statement\76.jpg,"@ Bankstatements.net

Ss Account Number: 1111111
tatement Sort Code: 16-10-00
BIC: RBOSGB2L

The Royal Bank of Scotland | SELECT ACCOUNT IBAN: GB11RBOS 1610 0011 1111 11
MR TEST TESTER
CURRENT ACCOUNT
Branch Details Your Detail
ANY BRACH MRT TESTER Previous Balance £1803.90
ANY STREET 1 TEST STREET
ANY TOWN TEST TOWN Paid Out £2,684.10
AN1 TWN TES 7ER Paid In £2,180.40

New Balance £300.20

a a eT Paid Out] Balance

BRIGHTFORWARD 1803.90
22 Oct 2014. AUTOMATED PAY IN 650274051211-CHB 190.40 1803.9
22 Oct 2014 DIGITAL BANKING ae S242, ROM 140.00 1613.5
24 Oct 2014 Faster Payment Amazon 132.30 1473.5
24 Oct 2014 BACS Tebay Trading Co. 515.22 1341.2
25 Oct 2014 Faster Payment Morrisons Petrol 80.00 825.98
25 Oct 2014 BACS Business Loan 20,000.00 745.98
26 Oct 2014 BACS James White Media 2,461.55 20745.98
27 Oct 2014 Faster Payment ATM High Street 100.00 18284.43
01 Nov 2014 BACS Acorn Advertising Studies 150.00 18184.43
01 Nov 2014 BACS Marriott Hotel 177.00 18034.43
01 Nov 2014 Faster Payment Abellio Scotrail Ltd 122.22 17857.43
01 Nov 2014 CHQ Cheque 0000234 1,200.00 17735.21
01 Dec 2014 Int. Bank Interest Paid 9.33 16535.21
01 Dec 2014 DD OVO Energy 2470.00 16544.54
21 Dec 2014 BACS Various Payment 10,526.40 14074.54
21 Dec 2014 BACS HMRC 1,000.00 3548.14
21 Dec 2014 DD DVLA 280.00 2548.14

Balance Received Forward

Royal Bank of Scotland Plc. Registered Office, The Mound, Edinburgh EH1 1YZ. Registered in Scotland number SC327000
Authorized by the Prudential Regulation Authority and regulated by the Financial Conduct and the Prudential Regulation authority.
","bankstatements.net ss account number: 1111111 tatement sort code: 16-10-00 bic: rbosgb2l the royal bank of scotland select account iban: gb11rbos 1610 0011 1111 11 mr test tester current account branch details your detail any brach mrt tester previous balance 1803.90 any street 1 test street any town test town paid out 2,684.10 an1 twn tes 7er paid in 2,180.40 new balance 300.20 a a et paid out balance brightforward 1803.90 22 oct 2014. automated pay in 650274051211-chb 190.40 1803.9 22 oct 2014 digital banking ae s242, rom 140.00 1613.5 24 oct 2014 faster payment amazon 132.30 1473.5 24 oct 2014 bacs tebay trading co. 515.22 1341.2 25 oct 2014 faster payment morrisons petrol 80.00 825.98 25 oct 2014 bacs business loan 20,000.00 745.98 26 oct 2014 bacs james white media 2,461.55 20745.98 27 oct 2014 faster payment atm high street 100.00 18284.43 01 nov 2014 bacs acorn advertising studies 150.00 18184.43 01 nov 2014 bacs marriott hotel 177.00 18034.43 01 nov 2014 faster payment abellio scotrail ltd 122.22 17857.43 01 nov 2014 chq cheque 0000234 1,200.00 17735.21 01 dec 2014 int. bank interest paid 9.33 16535.21 01 dec 2014 dd ovo energy 2470.00 16544.54 21 dec 2014 bacs various payment 10,526.40 14074.54 21 dec 2014 bacs hmrc 1,000.00 3548.14 21 dec 2014 dd dvla 280.00 2548.14 balance received forward royal bank of scotland plc. registered office, the mound, edinburgh eh1 1yz. registered in scotland number sc327000 authorized by the prudential regulation authority and regulated by the financial conduct and the prudential regulation authority.",Bank Statement
Bank Statement,77.jpg,dataset\Bank Statement\77.jpg,"for nore ban

ins ani Stet
= = a a
coil ecemcomatuanieint | momen a vas a
a |
ES |
sa ca socimmcuensonne | mmm | coe! ma
re |
nas frenrmemsasoreeniie | sci |i mn] sm
nate |
siren |
sewrficesamnscernmnnens | ston | sone] oxi
soa amacnmeonnaniintaonn: | somone mete] stm

",for nore ban ins ani stet a a coil ecemcomatuanieint momen a vas a a es sa ca socimmcuensonne mmm coe ma re nas frenrmemsasoreeniie sci i mn sm nate siren sewrficesamnscernmnnens ston sone oxi soa amacnmeonnaniintaonn: somone mete stm,Bank Statement
Bank Statement,78.jpg,dataset\Bank Statement\78.jpg,"BANK STATEMENT

ACCOUNT HOLDER DETAILS

Account Holder Name
Registered Mobile Number
Residential Address

ACCOUNT DETAILS

Account Type

Account Balance

FD Link

Total Balance

Nomination
ACCOUNT STATEMENT

Txn Date | Value Date | Description | RefNo/ChequeNo| Debit | Credit | Balance
02 Jan 2019} 02 Jan 2019 XOOOOXXX XXXXXXX XOXOXO OOOO | XXXXXXX
10 Jan 2019] 10 Jan 2019 XXXXXXX XXXXXXX XXXXK XOXXKK | XXXXXXX
15 Jan 2019] 15 Jan 2019 XXXXXXK XXXXXXK XOXOOOX YOOX | XXXXXXX
20 Jan 2019} 20 Jan 2019 XXXXXXX XXXXXXX OOOO OOOO | XXXXXXX
25 Jan 2019| 25 Jan 2019 XXXXXXX YXOOXXXKK XOXOXO YOOX | XXXXXXX

REWARD POINTS SUMMARY

Savings Account number
Card Number

Earnings

Total Balance

ACCOUNT RELATED OTHER INFO

Account Type
Account Number
MICR

IFSC
J paisabazaar®
",bank statement account holder details account holder name registered mobile number residential address account details account type account balance fd link total balance nomination account statement txn date value date description refno/chequeno debit credit balance 02 jan 2019 02 jan 2019 xooooxxx xxxxxxx xoxoxo oooo xxxxxxx 10 jan 2019 10 jan 2019 xxxxxxx xxxxxxx xxxxk xoxxkk xxxxxxx 15 jan 2019 15 jan 2019 xxxxxxk xxxxxxk xoxooox yoox xxxxxxx 20 jan 2019 20 jan 2019 xxxxxxx xxxxxxx oooo oooo xxxxxxx 25 jan 2019 25 jan 2019 xxxxxxx yxooxxxkk xoxoxo yoox xxxxxxx reward points summary savings account number card number earnings total balance account related other info account type account number micr ifsc j paisabazaar,Bank Statement
Bank Statement,79.jpg,dataset\Bank Statement\79.jpg,"Account Statement from 1 Apr 2015 to 30 Apr 2018

fama [ae ro a
= ea]

",account statement from 1 apr 2015 to 30 apr 2018 fama ae ro a ea,Bank Statement
Bank Statement,8.jpg,dataset\Bank Statement\8.jpg,"‘Account Number: 1111111
Sort Code: 16-10-00

BIC: RBOSGB2L

SELECT ACCOUNT IBAN: GB11RBOS 1610 0011 1111 11

Statement

MR TEST TESTER
‘CURRENT ACCOUNT

Branch Details 22 Oct 2014 to 21 Dec 2014

{Previous Balance £1803.90

‘Paid Out £2,684.10

BRIGHT FORWARD 1803.90

2 Oct 2014 AUTOMATED PAY IN 65027405121 1-CHB 190.40
fee Oct 2014 DIGITAL BANKING SALE REFNO. 3442, FROM A/C 140.00
Faster Payment ‘Amazon 132.30
BACS Tejay Trading Co. 515.22
Faster Payment Morrisons Petrol 80.00
BACS Business Loan 20,000.00
BACS James White Media 2,461.55
7 Oct 2014 Faster Payment ATM High Street 400.00

Ore BACS ‘Acorn Advertising Studies 150.00
OHA. BACS Marriott Hotel 177.00
oi Faster Payment Abellio Scot rail Ltd 122.22
ote cHQ Cheque 0000234 4,200.00

1 Dec 2014 Int. Bank Interest Paid 9.33

1 Dec 2014 DD. OVO Energy 2470.00

1 Dec 2014 BACS Various Payment 10,526.40
1 Dec 2014 BACS HMRC 1,000.00
1 Dec 2014 DD DVLA 280.00

Balance Received Forward

Royal Bank of Scotland Plc. Registered Office, The Mound, Edinburgh EH1_1YZ. Registered in Scotland number SC327000
‘Authorized by the Prudential Regulation Authority and regulated by the Financial Conduct and the Prudential Regulation authority.
","account number: 1111111 sort code: 16-10-00 bic: rbosgb2l select account iban: gb11rbos 1610 0011 1111 11 statement mr test tester current account branch details 22 oct 2014 to 21 dec 2014 previous balance 1803.90 paid out 2,684.10 bright forward 1803.90 2 oct 2014 automated pay in 65027405121 1-chb 190.40 fee oct 2014 digital banking sale refno. 3442, from a/c 140.00 faster payment amazon 132.30 bacs tejay trading co. 515.22 faster payment morrisons petrol 80.00 bacs business loan 20,000.00 bacs james white media 2,461.55 7 oct 2014 faster payment atm high street 400.00 ore bacs acorn advertising studies 150.00 oha. bacs marriott hotel 177.00 oi faster payment abellio scot rail ltd 122.22 ote chq cheque 0000234 4,200.00 1 dec 2014 int. bank interest paid 9.33 1 dec 2014 dd. ovo energy 2470.00 1 dec 2014 bacs various payment 10,526.40 1 dec 2014 bacs hmrc 1,000.00 1 dec 2014 dd dvla 280.00 balance received forward royal bank of scotland plc. registered office, the mound, edinburgh eh11yz. registered in scotland number sc327000 authorized by the prudential regulation authority and regulated by the financial conduct and the prudential regulation authority.",Bank Statement
Bank Statement,80.jpg,dataset\Bank Statement\80.jpg,"Current Account
Statement

Mr. John Doe
20 Sherwood St,
London W1F 7ED

2020

| 16 Jun

17 Jun

| 18 Jun

20 Jun

| 22 Jun

23 Jun

24 Jun

Your FlexAccount
transactions

fe Description
Balance from statement 21 dated 16/06/2020
PAYPAL *DSGRETAIW EB 3531436900
PAYBYPHONE RE: BARNET BARNET OFF

Contactless Payment
THE ROSE SUPER MARKET
Contactless Payment

SAINSBURYS S/MKTS FINCHLEY REGE
KETOCUSTOMPLAN.COM VANCOUVER

Payment to BIANCA ELENA ION
Effective Date 17Jun 2020
Transfer from 071660 60408617
Transfer to 070436 45929999
Transfer to 070436 45929999
Contactless Payment

IHE ROSE SUPER MARKET

PAYPAL *PEACHQUEENL 35314369001

Transfer from 071660 60408617
Effective Date 19 Jun 2020
Transfer from 071660 60408617
Effective Date 20 Jun 2020

EUROTUNNEL PRESALE FOLKESTONE
E/TUNNEL INTERNET FOLKESTONE

TOTAL PL 4650052 67SAVERNE
81.630000EUR at 1.10221
Non-Sterling transaction fee
Transfer from 070436 45929999
SANEF 422100160SENUS
16.100000EUR at 1.10274
Non-Sterling transaction fee
Contactless Payment

NSL LTD - BARNET BIRMINGHAM

0572

Statementdate:16 July 2020 554 coue

& BanksStatements.net

@ Nationwide

Building Society

07-04-35
Statement no: — 22 1 of 4 Accountno 123456789
Start balance £603.84
£1n Bae End balance £1,164.53
Average credit £427 86
603.84 | balance
Average debit
wees) balance £0.00
1.76 Receiving an
International Payment
681 415.28
BIC NAIABB
10.06 IBAN G611 NAIA 074 1234 1234
Swift
intermediary Bank ~— MIDLGB22
27.00 31622) | FF
a Stop and
100.00 th i n k
170.00
We want to do everything we
30.00 can to alert ,educate and protect
you from fraud. That's why,when
11.79 you set up a new payee you'll
soon be given some guidance to
help you decide whether to
18.00 48.43 make that payment before it
100.00 148.43 goes through.
For more informat ion about
fraud and scams, go to
200.00 nationwide.co.uk/fraudaware
72.00 Please help us to
403.00 keep your details up
to date and let us
aS know if your name,
telephone numbers
2.21 or address changes.
600.00 697.16 + Log in to the Intemet Bank
1480 * Visit your local branch
+ Visit nationwide.co.uk/update
details for more information
0.44 682.12
1.66

Nationwide Building Society is authorised by the Prudential Regulation Authority and regulated by the Financial Conduct Authority and the Prudential Regulation Authority under registration number

1106078. Head Office Nationwide Building Society, Nationwide House, Pipers Way, Swindon, SN38 INW
","current account statement mr. john doe 20 sherwood st, london w1f 7ed 2020 16 jun 17 jun 18 jun 20 jun 22 jun 23 jun 24 jun your flexaccount transactions fe description balance from statement 21 dated 16/06/2020 paypal dsgretaiw eb 3531436900 paybyphone re: barnet barnet off contactless payment the rose super market contactless payment sainsburys s/mkts finchley rege ketocustomplan.com vancouver payment to bianca elena ion effective date 17jun 2020 transfer from 071660 60408617 transfer to 070436 45929999 transfer to 070436 45929999 contactless payment ihe rose super market paypal peachqueenl 35314369001 transfer from 071660 60408617 effective date 19 jun 2020 transfer from 071660 60408617 effective date 20 jun 2020 eurotunnel presale folkestone e/tunnel internet folkestone total pl 4650052 67saverne 81.630000eur at 1.10221 non-sterling transaction fee transfer from 070436 45929999 sanef 422100160senus 16.100000eur at 1.10274 non-sterling transaction fee contactless payment nsl ltd - barnet birmingham 0572 statementdate:16 july 2020 554 coue banksstatements.net nationwide building society 07-04-35 statement no: 22 1 of 4 accountno 123456789 start balance 603.84 1n bae end balance 1,164.53 average credit 427 86 603.84 balance average debit wees balance 0.00 1.76 receiving an international payment 681 415.28 bic naiabb 10.06 iban g611 naia 074 1234 1234 swift intermediary bank midlgb22 27.00 31622 ff a stop and 100.00 th i n k 170.00 we want to do everything we 30.00 can to alert ,educate and protect you from fraud. thats why,when 11.79 you set up a new payee youll soon be given some guidance to help you decide whether to 18.00 48.43 make that payment before it 100.00 148.43 goes through. for more informat ion about fraud and scams, go to 200.00 nationwide.co.uk/fraudaware 72.00 please help us to 403.00 keep your details up to date and let us as know if your name, telephone numbers 2.21 or address changes. 600.00 697.16 log in to the intemet bank 1480 visit your local branch visit nationwide.co.uk/update details for more information 0.44 682.12 1.66 nationwide building society is authorised by the prudential regulation authority and regulated by the financial conduct authority and the prudential regulation authority under registration number 1106078. head office nationwide building society, nationwide house, pipers way, swindon, sn38 inw",Bank Statement
